"ID","DESCRIPTION","REACTION","GPR","REVERSIBLE","LOWER.BOUND","UPPER.BOUND","OBJECTIVE"
"ABO6g","ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)","udpacgal[g] + fucgalacglcgal14acglcgalgluside_hs[g]  => h[g] + udp[g] + acgalfucgalacglcgal14acglcgalgluside_hs[g] ","(28.1)",0,0,1000,0
"ABO7g","ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)","udpacgal[g] + fucgalacgalfucgalacglcgal14acglcgalgluside_hs[g]  => h[g] + udp[g] + acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[g] ","(28.1)",0,0,1000,0
"ABO8g","ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)","udpgal[g] + fucgalacglcgal14acglcgalgluside_hs[g]  => h[g] + udp[g] + galfucgalacglcgal14acglcgalgluside_hs[g] ","(28.1)",0,0,1000,0
"ABO9g","ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)","2 udpgal[g] + fucfucgalacglcgalacglcgal14acglcgalgluside_hs[g]  => 2 h[g] + 2 udp[g] + galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[g] ","(28.1)",0,0,1000,0
"ABTArm","4-aminobutyrate transaminase, reversible (mitochondrial)","akg[m] + 4abut[m]  <=> glu_L[m] + sucsal[m] ","(18.1) or (18.2)",1,-1000,1000,0
"ABTD","L-arabinitol 4-dehydrogenase","nad[c] + abt[c]  <=> h[c] + nadh[c] + xylu_L[c] ","",1,-1000,1000,0
"ABTti","L-arabinitol transport via passive diffusion","abt[c]  => abt[e] ","",0,0,1000,0
"ABUTD","Aminobutyraldehyde dehydrogenase","h2o[c] + nad[c] + 4abutn[c]  => 2 h[c] + nadh[c] + 4abut[c] ","(223.1)",0,0,1000,0
"ABUTt2r","4-aminobutyrate reversible transport in via proton symport","h[e] + 4abut[e]  <=> h[c] + 4abut[c] ","(206358.1)",1,-1000,1000,0
"ABUTt2rL","4-aminobutyrate reversible transport in via proton symport (lysosome)","4abut[l] + h[l]  <=> h[c] + 4abut[c] ","(206358.1)",1,-1000,1000,0
"ABUTt4_2_r","4-aminobutyrate reversible transport in via sodium symport (1:2)","2 na1[e] + 4abut[e]  <=> 2 na1[c] + 4abut[c] ","(6529.1) or (6538.1) or (6540.1) or (6539.1)",1,-1000,1000,0
"ACACT10m","acetyl-CoA C-acetyltransferase, mitochondrial","coa[m] + 2maacoa[m]  <=> accoa[m] + ppcoa[m] ","(38.1) or (3032.1) or (10449.1)",1,-1000,1000,0
"ACACT1r","acetyl-CoA C-acetyltransferase","2 accoa[c]  <=> coa[c] + aacoa[c] ","39.1",1,-1000,1000,0
"ACACT1rm","acetyl-CoA C-acetyltransferase, mitochondrial","2 accoa[m]  => coa[m] + aacoa[m] ","(3030.1) and (3032.1) or (38.1)",0,0,1000,0
"ACACT1x","acetyl-CoA C-acetyltransferase, mitochondrial","2 accoa[x]  => aacoa[x] + coa[x] ","39.1",0,0,1000,0
"ACACt2","acetoacetate transport via proton symport","h[e] + acac[e]  <=> h[c] + acac[c] ","(6566.1) or (9194.1)",1,-1000,1000,0
"ACACt2m","Acetoacetate mitochondrial transport via H+ symport","h[c] + acac[c]  <=> h[m] + acac[m] ","(6566.1)",1,-1000,1000,0
"ACACT4p","acetyl-CoA C-acetyltransferase (octanoyl-CoA), peroxisomal","coa[x] + 3odcoa[x]  => accoa[x] + occoa[x] ","30.1",0,0,1000,0
"ACACT5p","acetyl-CoA C-acyltransferase (decanoyl-CoA), peroxisomal","coa[x] + 3oddcoa[x]  => accoa[x] + dcacoa[x] ","30.1",0,0,1000,0
"ACACT6p","acetyl-CoA C-acetyltransferase (dodecanoyl), peroxisomal","coa[x] + 3otdcoa[x]  => accoa[x] + ddcacoa[x] ","30.1",0,0,1000,0
"ACACT7p","acetyl-CoA acyltransferase (tetradecanoyl-CoA), peroxisomal","coa[x] + 3ohdcoa[x]  => accoa[x] + tdcoa[x] ","30.1",0,0,1000,0
"ACACT8p","acetyl-CoA acyltransferase (hexadecanoyl-CoA), peroxisomal","coa[x] + 3ohodcoa[x]  => accoa[x] + pmtcoa[x] ","(30.1)",0,0,1000,0
"ACACT9p","acetyl-CoA acyltransferase (tetracosanoyl-CoA), peroxisomal","coa[x] + 3ohxccoa[x]  => accoa[x] + ttccoa[x] ","(30.1)",0,0,1000,0
"ACACtx","acetoacetate intracellular transport unknown mechanism","acac[c]  <=> acac[x] ","",1,-1000,1000,0
"ACALDt","acetaldehyde reversible transport","acald[e]  <=> acald[c] ","",1,-1000,1000,0
"ACALDtm","acetaldehyde mitochondrial diffusion","acald[m]  <=> acald[c] ","",1,-1000,1000,0
"ACALDtr","acetaldehyde reversible transport (ER)","acald[r]  <=> acald[c] ","",1,-1000,1000,0
"ACALDtx","acetaldehyde peroxisomal diffusion","acald[x]  <=> acald[c] ","",1,-1000,1000,0
"ACCOAC","acetyl-CoA carboxylase","atp[c] + hco3[c] + accoa[c]  => adp[c] + h[c] + pi[c] + malcoa[c] ","(31.5) or (31.4) or (31.2 and 32.1) or (31.4 and 32.1) or (31.2) or (32.1 and 31.3) or (31.1 and 32.1) or (31.1) or (31.5 and 32.1) or (31.3)",0,0,1000,0
"ACCOACm","Acetyl-Coa carboxylase, beta isoform","accoa[m] + atp[m] + hco3[m]  => h[m] + adp[m] + malcoa[m] + pi[m] ","32.1",0,0,1000,0
"ACCOAgt","acetyl-coa transport","accoa[c]  <=> accoa[g] ","(9197.1)",1,-1000,1000,0
"ACCOAL","acetate-CoA ligase (ADP-forming)","atp[c] + coa[c] + ppa[c]  => adp[c] + pi[c] + ppcoa[c] ","(55902.1) or (55902.2)",0,0,1000,0
"ACCOALm","acetate-CoA ligase (AMP-forming)","coa[m] + atp[m] + ppa[m]  => ppcoa[m] + amp[m] + ppi[m] ","(84532.1) or (79611.1)",0,0,1000,0
"ACCOAtn","acetyl-CoA transport, nuclear","accoa[c]  <=> accoa[n] ","",1,-1000,1000,0
"ACCOAtr","acetyl-coa transport","accoa[c]  <=> accoa[r] ","(9197.1)",1,-1000,1000,0
"ACETONEt2","acetone transport via proton symport","h[e] + acetone[e]  <=> h[c] + acetone[c] ","(6566.1) or (9123.1) or (9194.1)",1,-1000,1000,0
"ACETONEt2m","acetone mitochondrial transport via proton symport","h[c] + acetone[c]  <=> h[m] + acetone[m] ","(6566.1)",1,-1000,1000,0
"ACGAGBSIDEtg","acgagbside hs intracellular transport","acgagbside_hs[c]  <=> acgagbside_hs[g] ","",1,-1000,1000,0
"ACGAGBSIDEtl","acgagbside hs intracellular transport","acgagbside_hs[c]  <=> acgagbside_hs[l] ","",1,-1000,1000,0
"ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte","blood group intracellular transport","acgalfucgalacgalfuc12gal14acglcgalgluside_hs[e]  <=> acgalfucgalacgalfuc12gal14acglcgalgluside_hs[c] ","",1,-1000,1000,0
"ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg","blood group intracellular transport","acgalfucgalacgalfuc12gal14acglcgalgluside_hs[g]  <=> acgalfucgalacgalfuc12gal14acglcgalgluside_hs[c] ","",1,-1000,1000,0
"ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte","blood group intracellular transport","acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[e]  <=> acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[c] ","",1,-1000,1000,0
"ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg","blood group intracellular transport","acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[g]  <=> acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[c] ","",1,-1000,1000,0
"ACGALK","N-acetylgalactosamine kinase","atp[c] + acgal[c]  => adp[c] + h[c] + acgal1p[c] ","",0,0,1000,0
"ACGALK2","N-acetylgalactosamine kinase (ITP)","acgal[c] + itp[c]  => h[c] + acgal1p[c] + idp[c] ","",0,0,1000,0
"ACGALtlg","N-acetyl-galactosamine intracellular transport","acgal[g]  <=> acgal[c] ","",1,-1000,1000,0
"ACGALtly","N-acetyl-galactosamine lysosomal efflux","acgal[l]  => acgal[c] ","",0,0,1000,0
"ACGAM2E","N-acetylglucosamine 2-epimerase","acgam[c]  <=> acmana[c] ","5973.1",1,-1000,1000,0
"ACGAM6PSi","N-acetylglucosamine-6-phosphate synthase","accoa[c] + gam6p[c]  => h[c] + coa[c] + acgam6p[c] ","64841.1",0,0,1000,0
"ACGAMK","N-acetylglucosamine kinase","atp[c] + acgam[c]  => adp[c] + h[c] + acgam6p[c] ","55577.1",0,0,1000,0
"ACGAMPM","phosphoacetylglucosamine mutase","acgam6p[c]  <=> acgam1p[c] ","5238.1",1,-1000,1000,0
"ACGAMtly","N-acetyl-glucosamine lysosomal efflux","acgam[l]  => acgam[c] ","",0,0,1000,0
"ACGBGBSIDEtg","acgbgbside hs intracellular transport","acgbgbside_hs[c]  <=> acgbgbside_hs[g] ","",1,-1000,1000,0
"ACGBGBSIDEtl","acgbgbside hs intracellular transport","acgbgbside_hs[c]  <=> acgbgbside_hs[l] ","",1,-1000,1000,0
"ACGPID","N-acetylglucosaminylphosphatidylinositol deacetylase","h2o[c] + acgpail_hs[c]  => ac[c] + gpail_hs[c] ","(9487.1)",0,0,1000,0
"ACGSm","N-acteylglutamate synthase, mitochondrial","glu_L[m] + accoa[m]  => h[m] + coa[m] + acglu[m] ","(162417.1)",0,0,1000,0
"ACHEe","Acetylcholinesterase","h2o[e] + ach[e]  => h[e] + ac[e] + chol[e] ","(43.1) or (43.2)",0,0,1000,0
"ACHtn","Acetylcholin transport, nuclear trhough pores","ach[n]  <=> ach[c] ","",1,-1000,1000,0
"ACHVESSEC","Acetylcholine secretion via secretory vesicle (ATP driven)","h2o[c] + atp[c] + ach[c]  => adp[c] + h[c] + pi[c] + ach[e] ","(6572.1)",0,0,1000,0
"ACITL","ATP-Citrate lyase","atp[c] + coa[c] + cit[c]  => adp[c] + pi[c] + accoa[c] + oaa[c] ","(47.1) or (47.2)",0,0,1000,0
"ACN13ACNGALGBSIDEte","acn13acngalgbside hs transport","acn13acngalgbside_hs[c]  <=> acn13acngalgbside_hs[e] ","",1,-1000,1000,0
"ACN13ACNGALGBSIDEtg","acn13acngalgbside hs intracellular transport","acn13acngalgbside_hs[c]  <=> acn13acngalgbside_hs[g] ","",1,-1000,1000,0
"ACN23ACNGALGBSIDEte","acn23acngalgbside transport","acn23acngalgbside_hs[c]  <=> acn23acngalgbside_hs[e] ","",1,-1000,1000,0
"ACN23ACNGALGBSIDEtg","acn23acngalgbside intracellular transport","acn23acngalgbside_hs[c]  <=> acn23acngalgbside_hs[g] ","",1,-1000,1000,0
"ACNACNGAL14ACGLCGALGLUSIDEte","blood group intracellular transport","acnacngal14acglcgalgluside_hs[e]  <=> acnacngal14acglcgalgluside_hs[c] ","",1,-1000,1000,0
"ACNACNGAL14ACGLCGALGLUSIDEtg","blood group intracellular transport","acnacngal14acglcgalgluside_hs[g]  <=> acnacngal14acglcgalgluside_hs[c] ","",1,-1000,1000,0
"ACNACNGALGBSIDEte","acnacngalgbside hs transport","acnacngalgbside_hs[c]  <=> acnacngalgbside_hs[e] ","",1,-1000,1000,0
"ACNACNGALGBSIDEtg","acnacngalgbside hs intracellular transport","acnacngalgbside_hs[c]  <=> acnacngalgbside_hs[g] ","",1,-1000,1000,0
"ACNAM9PL","N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating)","h2o[c] + acmanap[c] + pep[c]  => pi[c] + acnamp[c] ","54187.1",0,0,1000,0
"ACNAM9PL2","N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating)","h2o[c] + pep[c] + man6p[c]  => pi[c] + kdnp[c] ","(54187.1)",0,0,1000,0
"ACNAMlt","N-acetylneuraminate transport into lysososme","h[c] + acnam[c]  <=> h[l] + acnam[l] ","(26503.1)",1,-1000,1000,0
"ACNAMPH","N-Acetylneuraminate 9-phosphate phosphohydrolase","h2o[c] + acnamp[c]  => pi[c] + acnam[c] ","(140838.1) or (54.1) or (51205.1) ",0,0,1000,0
"ACNAMtn","N-acetylneuraminate nuclear import","acnam[c]  => acnam[n] ","",0,0,1000,0
"ACNGALACGLCGAL14ACGLCGALGLUSIDEte","blood group intracellular transport","acngalacglcgal14acglcgalgluside_hs[e]  <=> acngalacglcgal14acglcgalgluside_hs[c] ","",1,-1000,1000,0
"ACNGALACGLCGAL14ACGLCGALGLUSIDEtg","blood group intracellular transport","acngalacglcgal14acglcgalgluside_hs[g]  <=> acngalacglcgal14acglcgalgluside_hs[c] ","",1,-1000,1000,0
"ACNMLr","N-Acetylneuraminate lyase (reversible)","acnam[c]  <=> pyr[c] + acmana[c] ","",1,-1000,1000,0
"ACOAD10m","acyl-CoA dehydrogenase (2-methylbutanoyl-CoA), mitochondrial","2mbcoa[m] + fad[m]  => 2mb2coa[m] + fadh2[m] ","(36.1) or (34.1)",0,0,1000,0
"ACOAD1fm","acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial","fad[m] + btcoa[m]  => b2coa[m] + fadh2[m] ","(80724.1) or (36.1) or (35.1) or (34.1) or (84129.1) or (27034.1) or (28976.1)",0,0,1000,0
"ACOAD8m","acyl-CoA dehydrogenase (isovaleryl-CoA), mitochondrial","fad[m] + ivcoa[m]  => fadh2[m] + 3mb2coa[m] ","(3712.1)",0,0,1000,0
"ACOAD9m","acyl-CoA dehydrogenase (isobutyryl-CoA), mitochondrial","fad[m] + ibcoa[m]  => fadh2[m] + 2mp2coa[m] ","(34.1) or (27034.1)",0,0,1000,0
"ACOAHi","acetyl-CoA hydrolase","h2o[c] + accoa[c]  => h[c] + coa[c] + ac[c] ","134526.1",0,0,1000,0
"ACOAO7p","acyl-CoA oxidase (hexadecanoyl-CoA), peroxisomal","pmtcoa[x] + o2[x]  => h2o2[x] + hdd2coa[x] ","(51.1) or (51.2)",0,0,1000,0
"ACOATA","Acetyl-CoA ACP transacylase","accoa[c] + ACP[c]  <=> coa[c] + acACP[c] ","2194.1",1,-1000,1000,0
"ACODA","acetylornithine deacetylase","h2o[c] + acorn[c]  => ac[c] + orn[c] ","(95.1)",0,0,1000,0
"ACONT","aconitase","cit[c]  <=> icit[c] ","(3658.1) or (48.1)",1,-1000,1000,0
"ACONTm","Aconitate hydratase","cit[m]  <=> icit[m] ","(50.1) or (48.1)",1,-1000,1000,0
"ACOX22x","acyl-Coenzyme A oxidase 2, branched chain","0.5 o2[x] + dhcholoylcoa[x] + fadh2[x]  => fad[x] + thcholoylcoa[x] ","(8309.1)",0,0,1000,0
"ACOX2x","acyl-Coenzyme A oxidase 2, branched chain","o2[x] + fadh2[x] + cholcoas[x]  => fad[x] + 2 h2o[x] + cholcoads[x] ","(8309.1)",0,0,1000,0
"ACP1_FMN_","acid phosphatase (FMN)","h2o[c] + fmn[c]  => pi[c] + ribflv[c] ","(52.1) or (52.3) or (52.2) or (55.1) or (51205.1) or (54.1)",0,0,1000,0
"ACRNtm","O-acetylcarnintine transport into mitochondria via diffusion","acrn[c]  => acrn[m] ","(788.1)",0,0,1000,0
"ACS","acetyl-CoA synthetase","atp[c] + coa[c] + ac[c]  => amp[c] + ppi[c] + accoa[c] ","(65985.1) or (55902.2) or (55902.1)",0,0,1000,0
"ACS2","acetyl-CoA synthase (propionate)","atp[c] + coa[c] + ppa[c]  => amp[c] + ppi[c] + ppcoa[c] ","(55902.1) or (65985.1) or (55902.2)",0,0,1000,0
"ACSm","acetyl-CoA synthetase","coa[m] + atp[m] + ac[m]  => accoa[m] + amp[m] + ppi[m] ","84532.1",0,0,1000,0
"ACSOMT","S-Adenosyl-L-methionine:N-acetylserotonin O-methyltransferase","amet[c] + 5hoxindoa[c]  => h[c] + ahcys[c] + 5moxact[c] ","(438.1)",0,0,1000,0
"ACSRTNMT","S-Adenosyl-L-homocysteine:N-acetylserotonin O-methyltransferase","amet[c] + Nacsertn[c]  => h[c] + ahcys[c] + melatn[c] ","(438.1)",0,0,1000,0
"ACt2m","acetate mitochondrial transport via proton symport","h[c] + ac[c]  <=> h[m] + ac[m] ","",1,-1000,1000,0
"ACt2r","acetate reversible transport via proton symport","h[e] + ac[e]  <=> h[c] + ac[c] ","",1,-1000,1000,0
"ACtg","acetate transport, Golgi apparatus","ac[c]  <=> ac[g] ","",1,-1000,1000,0
"ACTLMO","acetol monooxygenase","o2[c] + h[c] + nadph[c] + acetol[c]  => 2 h2o[c] + nadp[c] + mthgxl[c] ","(1571.1)",0,0,1000,0
"ACTNMO","acetone monooxygenase","o2[c] + h[c] + nadph[c] + acetone[c]  => h2o[c] + nadp[c] + acetol[c] ","(1571.1)",0,0,1000,0
"ACYP","acylphosphatase","h2o[c] + 13dpg[c]  => h[c] + pi[c] + 3pg[c] ","(112611.1) or (98.1) or (97.2) or (97.1)",0,0,1000,0
"ADA","Adenosine deaminase","h2o[c] + h[c] + adn[c]  => nh4[c] + ins[c] ","(100.1)",0,0,1000,0
"ADAe","Adenosine deaminase, extracellular","h[e] + h2o[e] + adn[e]  => ins[e] + nh4[e] ","(100.1)",0,0,1000,0
"ADCim","Acetoacetate decarboxylation (irreversible), mitochondrial","h[m] + acac[m]  => co2[m] + acetone[m] ","",0,0,1000,0
"ADEt","adenine reversible transport, cytosol","ade[e]  <=> ade[c] ","3177.1",1,-1000,1000,0
"ADEtl","adenine facilated transport from lysosome","ade[l]  <=> ade[c] ","(55315.1)",1,-1000,1000,0
"ADHAPtx","intracellular transport (peroxisome)","adhap_hs[c]  <=> adhap_hs[x] ","",1,-1000,1000,0
"ADK1","adenylate kinase","atp[c] + amp[c]  <=> 2 adp[c] ","(122481.1) or (203.1) or (26289.1) or (26289.2) or (204.1)",1,-1000,1000,0
"ADK1m","adenylate kinase, mitochondrial","atp[m] + amp[m]  <=> 2 adp[m] ","(205.3) or (205.1) or (204.1) or (204.3) or (204.2) or (205.2)",1,-1000,1000,0
"ADK3","adentylate kinase (GTP)","amp[c] + gtp[c]  <=> adp[c] + gdp[c] ","(26289.1) or (26289.2)",1,-1000,1000,0
"ADK3m","adentylate kinase (GTP)","amp[m] + gtp[m]  <=> adp[m] + gdp[m] ","(50808.1)",1,-1000,1000,0
"ADKd","adenylate kinase (d form)","damp[c] + datp[c]  <=> 2 dadp[c] ","(26289.2) or (26289.1)",1,-1000,1000,0
"ADMDC","adenosylmethionine decarboxylase","h[c] + amet[c]  => co2[c] + ametam[c] ","(262.1)",0,0,1000,0
"ADNCYC","adenylate cyclase","atp[c]  => ppi[c] + camp[c] ","(112.1) or (55811.1) or (109.1) or (112.2) or (114.1) or (108.1) or (113.1) or (107.1) or (196883.1) or (115.1) or (111.1)",0,0,1000,0
"ADNK1","adenosine kinase","atp[c] + adn[c]  => adp[c] + h[c] + amp[c] ","(132.1) or (132.2)",0,0,1000,0
"ADNK1m","adenosine kinase, mitochondrial","atp[m] + adn[m]  => h[m] + adp[m] + amp[m] ","",0,0,1000,0
"ADNt","adenosine facilated transport in cytosol","adn[e]  <=> adn[c] ","(3177.1) or (2030.1)",1,-1000,1000,0
"ADNt4","adenosine transport (Na/Adn cotransport)","na1[e] + adn[e]  => na1[c] + adn[c] ","(9154.2) or (9154.1) or (64078.1) or (9153.1)",0,0,1000,0
"ADNtl","adenosine facilated transport from lysosome","adn[l]  <=> adn[c] ","(55315.1)",1,-1000,1000,0
"ADNtm","adenosine facilated transport in mitochondria","adn[c]  <=> adn[m] ","(2030.1)",1,-1000,1000,0
"ADPGLC","ADPglucose diphosphatase","h2o[c] + adpglc[c]  => 2 h[c] + amp[c] + g1p[c] ","(11164.1)",0,0,1000,0
"ADPMAN","ADPmannose diphosphatase","h2o[c] + adpman[c]  => 2 h[c] + amp[c] + man1p[c] ","(11164.1)",0,0,1000,0
"ADPRDP","ADPribose diphosphatase","h2o[c] + adprib[c]  => 2 h[c] + amp[c] + r5p[c] ","(11164.1)",0,0,1000,0
"ADPRDPm","ADPribose diphosphatase (mitochondrial)","h2o[m] + adprib[m]  => 2 h[m] + amp[m] + r5p[m] ","(53343.1) or (53343.3) or (53343.2)",0,0,1000,0
"ADPRIBt","ADPribose transport","adprib[e]  => adprib[c] ","(952.1)",0,0,1000,0
"ADPT","adenine phosphoribosyltransferase","ade[c] + prpp[c]  => amp[c] + ppi[c] ","353.1",0,0,1000,0
"ADPtx","ADP transporter, peroxisomal","adp[c]  <=> adp[x] ","",1,-1000,1000,0
"ADRNCOAtx","fatty acid intracellular transport","adrncoa[c]  <=> adrncoa[x] ","",1,-1000,1000,0
"ADRNCPT1","carnitine O-palmitoyltransferase","adrncoa[c] + crn[c]  => coa[c] + adrncrn[c] ","(1375.1) or (1375.3) or (1375.4) or (126129.1) or (1374.1) or (1375.2)",0,0,1000,0
"ADRNCPT2","carnitine transferase","coa[m] + adrncrn[m]  => adrncoa[m] + crn[m] ","(1376.1)",0,0,1000,0
"ADRNCRNt","transport into the mitochondria (carnitine)","adrncrn[c]  => adrncrn[m] ","(788.1) or (788.1)",0,0,1000,0
"ADRNLPVESSEC","Adrenaline secretion via secretory vesicle (ATP driven)","h2o[c] + atp[c] + adrnl[c]  => adp[c] + h[c] + pi[c] + adrnl[e] ","(6570.1) or (6571.1)",0,0,1000,0
"ADRNt","fatty acid transport via diffusion","adrn[e]  <=> adrn[c] ","",1,-1000,1000,0
"ADSELK","adenylyl-selenate kinase","atp[c] + adsel[c]  => adp[c] + h[c] + 3padsel[c] ","(9061.1) or (9060.1)",0,0,1000,0
"ADSK","adenylyl-sulfate kinase","atp[c] + aps[c]  => adp[c] + h[c] + paps[c] ","(9060.1) or (9061.1)",0,0,1000,0
"ADSL1","adenylosuccinate lyase","dcamp[c]  => amp[c] + fum[c] ","(158.1) or (158.2)",0,0,1000,0
"ADSL2","adenylosuccinate lyase","25aics[c]  => fum[c] + aicar[c] ","(158.1) or (158.2)",0,0,1000,0
"ADSS","adenylosuccinate synthase","asp_L[c] + gtp[c] + imp[c]  => 2 h[c] + pi[c] + gdp[c] + dcamp[c] ","(159.1) or (122622.1) or (122622.2)",0,0,1000,0
"AFLATOXINte","xenobiotic transport","aflatoxin[e]  <=> aflatoxin[c] ","",1,-1000,1000,0
"AG13T10g","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","uacgam[g] + ksi_pre18[g]  => h[g] + udp[g] + ksi_pre19[g] ","(79369.1) or (10678.1) or (11041.1) or (146712.1) or (374907.1) or (93010.1) or (374907.2) or (10331.1) or (10678.2)",0,0,1000,0
"AG13T11g","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","uacgam[g] + ksi_pre21[g]  => h[g] + udp[g] + ksi_pre22[g] ","(79369.1) or (374907.1) or (11041.1) or (146712.1) or (374907.2) or (93010.1) or (10331.1) or (10678.1) or (10678.2)",0,0,1000,0
"AG13T12g","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","uacgam[g] + ksi_pre24[g]  => h[g] + udp[g] + ksi_pre25[g] ","(79369.1) or (374907.1) or (11041.1) or (146712.1) or (374907.2) or (93010.1) or (10331.1) or (10678.1) or (10678.2)",0,0,1000,0
"AG13T13g","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","uacgam[g] + ksi_pre27[g]  => h[g] + udp[g] + ksi_pre28[g] ","(79369.1) or (374907.1) or (11041.1) or (146712.1) or (374907.2) or (93010.1) or (10331.1) or (10678.1) or (10678.2)",0,0,1000,0
"AG13T14g","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","uacgam[g] + ksi_pre30[g]  => h[g] + udp[g] + ksi_pre31[g] ","(79369.1) or (374907.1) or (11041.1) or (146712.1) or (374907.2) or (93010.1) or (10331.1) or (10678.1) or (10678.2)",0,0,1000,0
"AG13T15g","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","uacgam[g] + ksi_pre33[g]  => h[g] + udp[g] + ksi_pre34[g] ","(79369.1) or (374907.1) or (11041.1) or (146712.1) or (374907.2) or (93010.1) or (10331.1) or (10678.1) or (10678.2)",0,0,1000,0
"AG13T16g","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","uacgam[g] + ksii_core4_pre2[g]  => h[g] + udp[g] + ksii_core4_pre3[g] ","(79369.1) or (10678.1) or (11041.1) or (146712.1) or (374907.1) or (93010.1) or (374907.2) or (10678.2) or (10331.1)",0,0,1000,0
"AG13T17g","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","uacgam[g] + ksii_core4_pre4[g]  => h[g] + udp[g] + ksii_core4_pre5[g] ","(10678.2) or (11041.1) or (10678.1) or (374907.2) or (93010.1) or (374907.1) or (146712.1) or (79369.1) or (10331.1)",0,0,1000,0
"AG13T18g","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","uacgam[g] + ksii_core4_pre7[g]  => h[g] + udp[g] + ksii_core4_pre8[g] ","(10678.2) or (11041.1) or (10678.1) or (374907.2) or (93010.1) or (374907.1) or (146712.1) or (79369.1) or (10331.1)",0,0,1000,0
"AG13T1g","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","uacgam[g] + ksii_core2_pre2[g]  => h[g] + udp[g] + ksii_core2_pre3[g] ","(11041.1) or (10678.1) or (93010.1) or (374907.2) or (374907.1) or (146712.1) or (10331.1) or (10678.2) or (79369.1)",0,0,1000,0
"AG13T2g","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","uacgam[g] + ksii_core2_pre4[g]  => h[g] + udp[g] + ksii_core2_pre5[g] ","(79369.1) or (374907.1) or (11041.1) or (146712.1) or (374907.2) or (93010.1) or (10331.1) or (10678.1) or (10678.2)",0,0,1000,0
"AG13T3g","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","uacgam[g] + ksii_core2_pre7[g]  => h[g] + udp[g] + ksii_core2_pre8[g] ","(10331.1) or (11041.1) or (374907.2) or (10678.1) or (79369.1) or (374907.1) or (10678.2) or (93010.1) or (146712.1)",0,0,1000,0
"AG13T4g","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","uacgam[g] + ksi_pre1[g]  => h[g] + udp[g] + ksi_pre2[g] ","(11041.1) or (10678.1) or (93010.1) or (10331.1) or (374907.1) or (146712.1) or (374907.2) or (10678.2) or (79369.1)",0,0,1000,0
"AG13T5g","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","uacgam[g] + ksi_pre3[g]  => h[g] + udp[g] + ksi_pre4[g] ","(79369.1) or (374907.1) or (11041.1) or (146712.1) or (374907.2) or (93010.1) or (10331.1) or (10678.1) or (10678.2)",0,0,1000,0
"AG13T6g","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus","uacgam[g] + ksi_pre6[g]  => h[g] + udp[g] + ksi_pre7[g] ","(79369.1) or (374907.1) or (11041.1) or (146712.1) or (374907.2) or (93010.1) or (10331.1) or (10678.1) or (10678.2)",0,0,1000,0
