"NAME","DESCRIPTION","FORMULA"
"btcoa[m]","Butanoyl-CoA","C25H38N7O17P3S"
"ivcoa[m]","Isovaleryl-CoA","C26H40N7O17P3S"
"3mb2coa[m]","3-methylbut-2-enoyl-CoA(4-)","C26H38N7O17P3S"
"ibcoa[m]","isobutyryl-CoA(4-)","C25H38N7O17P3S"
"2mp2coa[m]","2-Methylprop-2-enoyl-CoA","C25H36N7O17P3S"
"o2[x]","O2","O2"
"h2o2[x]","Hydrogen peroxide","H2O2"
"hdd2coa[x]","trans-Hexadec-2-enoyl-CoA","C37H60N7O17P3S"
"ACP[c]","acyl carrier protein","C11H21N2O7PRS"
"acACP[c]","Acetyl-ACP","C13H23N2O8PRS"
"acorn[c]","N(2)-acetyl-L-ornithine","C7H14N2O3"
"orn[c]","Ornithine","C5H13N2O2"
"icit[c]","Isocitrate","C6H5O7"
"cit[m]","Citrate","C6H5O7"
"icit[m]","Isocitrate","C6H5O7"
"dhcholoylcoa[x]","3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA","C48H74N7O19P3S"
"fadh2[x]","Flavin adenine dinucleotide reduced","C27H33N9O15P2"
"fad[x]","Flavin adenine dinucleotide oxidized","C27H31N9O15P2"
"thcholoylcoa[x]","3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA","C48H76N7O20P3S"
"h2o[x]","Water","H2O"
"cholcoas[x]","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA(S)","C48H76N7O20P3S"
"cholcoads[x]","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA","C48H74N7O20P3S"
"fmn[c]","FMN","C17H19N4O9P"
"ribflv[c]","Riboflavin","C17H20N4O6"
"acrn[c]","O-acetylcarnitine","C9H17NO4"
"acrn[m]","O-acetylcarnitine","C9H17NO4"
"ac[m]","acetate","C2H3O2"
"5moxact[c]","5-Methoxyindoleacetate","C11H10NO3"
"Nacsertn[c]","N-acetylserotonin","C12H14N2O2"
"melatn[c]","melatonin","C13H16N2O2"
"ac[g]","acetate","C2H3O2"
"acetol[c]","hydroxyacetone","C3H6O2"
"13dpg[c]","3-Phospho-D-glyceroyl phosphate","C3H4O10P2"
"3pg[c]","3-Phospho-D-glycerate","C3H4O7P"
"adn[c]","Adenosine","C10H13N5O4"
"ins[c]","Inosine","C10H12N4O5"
"adn[e]","Adenosine","C10H13N5O4"
"ins[e]","Inosine","C10H12N4O5"
"nh4[e]","Ammonium","H4N"
"ade[e]","Adenine","C5H5N5"
"ade[c]","Adenine","C5H5N5"
"ade[l]","Adenine","C5H5N5"
"adhap_hs[c]","acyl-dihydroxyacetone phosphate","C3H4O6PFULLRCO"
"adhap_hs[x]","acyl-dihydroxyacetone phosphate","C3H4O6PFULLRCO"
"gtp[c]","GTP","C10H12N5O14P3"
"gdp[c]","GDP","C10H12N5O11P2"
"gtp[m]","GTP","C10H12N5O14P3"
"gdp[m]","GDP","C10H12N5O11P2"
"damp[c]","dAMP(2-)","C10H12N5O6P"
"datp[c]","dATP","C10H12N5O12P3"
"dadp[c]","dADP","C10H12N5O9P2"
"ametam[c]","S-Adenosylmethioninamine","C14H24N6O3S"
"camp[c]","3',5'-cyclic AMP(1-)","C10H11N5O6P"
"adn[m]","Adenosine","C10H13N5O4"
"adpglc[c]","ADP alpha-D-glucoside(2-)","C16H23N5O15P2"
"g1p[c]","D-Glucose 1-phosphate","C6H11O9P"
"adpman[c]","ADPmannose","C16H23N5O15P2"
"man1p[c]","D-Mannose 1-phosphate","C6H11O9P"
"adprib[c]","ADPribose","C15H21N5O14P2"
"r5p[c]","alpha-D-Ribose 5-phosphate","C5H9O8P"
"adprib[m]","ADPribose","C15H21N5O14P2"
"r5p[m]","alpha-D-Ribose 5-phosphate","C5H9O8P"
"adprib[e]","ADPribose","C15H21N5O14P2"
"prpp[c]","5-Phospho-alpha-D-ribose 1-diphosphate","C5H8O14P3"
"adp[x]","ADP","C10H12N5O10P2"
"adrncoa[c]","adrenyl coenzyme A","C43H66N7O17P3S"
"adrncoa[x]","adrenyl coenzyme A","C43H66N7O17P3S"
"crn[c]","L-Carnitine","C7H15NO3"
"adrncrn[c]","Adrenyl carnitine","C29H49NO4"
"adrncrn[m]","Adrenyl carnitine","C29H49NO4"
"adrncoa[m]","adrenyl coenzyme A","C43H66N7O17P3S"
"crn[m]","L-Carnitine","C7H15NO3"
"adrnl[e]","Adrenaline","C9H14NO3"
"adrn[e]","adrenic acid","C22H35O2"
"adrn[c]","adrenic acid","C22H35O2"
"adsel[c]","Adenylylselenate","C10H12N5O10PSe"
"3padsel[c]","3'-Phosphoadenylylselenate","C10H11N5O13P2Se"
"aps[c]","5'-adenylyl sulfate(2-)","C10H12N5O10PS"
"dcamp[c]","N6-(1,2-Dicarboxyethyl)-AMP","C14H14N5O11P"
"fum[c]","Fumarate","C4H2O4"
"25aics[c]","(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate","C13H15N4O12P"
"aicar[c]","5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide","C9H13N4O8P"
"imp[c]","IMP","C10H11N4O8P"
"aflatoxin[e]","aflatoxin B1","C17H12O6"
"aflatoxin[c]","aflatoxin B1","C17H12O6"
"ksi_pre18[g]","keratan sulfate I biosynthesis, precursor 18","C163H262N11O132S5X"
"ksi_pre19[g]","keratan sulfate I biosynthesis, precursor 19","C171H275N12O137S5X"
"ksi_pre21[g]","keratan sulfate I biosynthesis, precursor 21","C177H284N12O145S6X"
"ksi_pre22[g]","keratan sulfate I biosynthesis, precursor 22","C185H297N13O150S6X"
"ksi_pre24[g]","keratan sulfate I biosynthesis, precursor 24","C191H306N13O158S7X"
"ksi_pre25[g]","keratan sulfate I biosynthesis, precursor 25","C199H319N14O163S7X"
"ksi_pre27[g]","keratan sulfate I biosynthesis, precursor 27","C205H328N14O171S8X"
"ksi_pre28[g]","keratan sulfate I biosynthesis, precursor 28","C213H341N15O176S8X"
"ksi_pre30[g]","keratan sulfate I biosynthesis, precursor 30","C219H350N15O184S9X"
"ksi_pre31[g]","keratan sulfate I biosynthesis, precursor 31","C227H363N16O189S9X"
"ksi_pre33[g]","keratan sulfate I biosynthesis, precursor 33","C233H372N16O197S10X"
"ksi_pre34[g]","keratan sulfate I biosynthesis, precursor 34","C241H385N17O202S10X"
"ksii_core4_pre2[g]","keratan sulfate II boisynthesis, precursor 2","C47H76N4O33X"
"ksii_core4_pre3[g]","keratan sulfate II biosynthesis, precursor 3","C55H89N5O38X"
"ksii_core4_pre4[g]","keratan sulfate II biosynthesis, precursor 4","C61H99N5O43X"
"ksii_core4_pre5[g]","keratan sulfate II biosynthesis, precursor 5","C69H112N6O48X"
"ksii_core4_pre7[g]","keratan sulfate II biosynthesis, precursor 7","C75H121N6O56SX"
"ksii_core4_pre8[g]","keratan sulfate II biosynthesis, precursor 8","C83H134N7O61SX"
"ksii_core2_pre2[g]","keratan sulfate II biosynthesis, precursor 2","C39H63N3O28X"
"ksii_core2_pre3[g]","keratan sulfate II biosynthesis, precursor 3","C47H76N4O33X"
"ksii_core2_pre4[g]","keratan sulfate II biosynthesis, precursor 4","C53H86N4O38X"
"ksii_core2_pre5[g]","keratan sulfate II biosynthesis, precursor 5","C61H99N5O43X"
"ksii_core2_pre7[g]","keratan sulfate II biosynthesis, precursor 7","C67H108N5O51SX"
"ksii_core2_pre8[g]","keratan sulfate II biosynthesis, precursor 8","C75H121N6O56SX"
"ksi_pre1[g]","keratan sulfate I biosynthesis, precursor 1","C79H129N5O57X"
"ksi_pre2[g]","keratan sulfate I biosynthesis, precursor 2","C87H142N6O62X"
"ksi_pre3[g]","keratan sulfate I biosynthesis, precursor 3","C93H152N6O67X"
"ksi_pre4[g]","keratan sulfate I biosynthesis, precursor 4","C101H165N7O72X"
"ksi_pre6[g]","keratan sulfate I biosynthesis, precursor 6","C107H174N7O80SX"
"ksi_pre7[g]","keratan sulfate I biosynthesis, precursor 7","C115H187N8O85SX"
"ksi_pre9[g]","keratan sulfate I biosynthesis, precursor 9","C121H196N8O93S2X"
"ksi_pre10[g]","keratan sulfate I biosynthesis, precursor 10","C129H209N9O98S2X"
"ksi_pre12[g]","keratan sulfate I biosynthesis, precursor 12","C135H218N9O106S3X"
"ksi_pre13[g]","keratan sulfate I biosynthesis, precursor 13","C143H231N10O111S3X"
"ksi_pre15[g]","keratan sulfate I biosynthesis, precursor 15","C149H240N10O119S4X"
"ksi_pre16[g]","keratan sulfate I biosynthesis, precursor 16","C157H253N11O124S4X"
"ak2g_hs[c]","1-alkyl 2-acylglycerol","C5H10O2FULLRFULLR2CO2"
"cdpchol[c]","CDPcholine","C14H25N4O11P2"
"ak2gchol_hs[c]","1-alkyl 2-acylglycerol 3-phosphocholine","C10H20O5NPFULLRFULLR2CO"
"cmp[c]","CMP","C9H12N3O8P"
"ak2gpe_hs[c]","1-alkyl 2-acylglycerol 3-phosphoethanolamine","C7H16O5NPFULLRFULLR2CO"
"dak2gpe_hs[c]","1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen","C7H14O5NPFULLRFULLR2CO"
"cdpea[c]","CDP-ethanolamine(1-)","C11H19N4O11P2"
"ak2gp_hs[c]","1-alkyl 2-acylglycerol 3-phosphate","C5H9O6PFULLRFULLR2CO"
"akdhap_hs[c]","1-alkyldihydroxyacetone phosphate","C3H4O6PFULLRC2H4"
"akgp_hs[c]","O-alkylglycerone phosphate(2-)","C4H10O4PFULLRCO2"
"Rtotal2[c]","R total 2 position","CO2FULLR2"
"agm[m]","agmatinium(2+)","C5H16N4"
"ptrc[m]","Putrescine","C4H14N2"
"urea[m]","Urea","CH4N2O"
"Rtotal2coa[c]","R total 2 coenzyme A","CO2FULLR2C21H31N7O15P3S"
"alpa_hs[c]","lysophosphatidic acid","C3H6O5PFULLRCO2"
"pa_hs[c]","phosphatidate(2-)","C3H5O4PFULLRCO2FULLR2CO2"
"akdhap_hs[x]","1-alkyldihydroxyacetone phosphate","C3H4O6PFULLRC2H4"
"acg5p[m]","N-acetyl-L-gamma-glutamyl phosphate(3-)","C7H9NO8P"
"acg5sa[m]","2-acetamido-5-oxopentanoate","C7H10NO4"
"alkylR1oh[x]","hydroxy alkyl chain","C2H5OFULLR"
"Rtotal[x]","R total","CO2FULLR"
"ala_L[m]","L-alanine","C3H7NO2"
"glx[m]","glyoxylate","C2H1O3"
"gly[m]","Glycine","C2H5NO2"
"ala_L[x]","L-alanine","C3H7NO2"
"glx[x]","glyoxylate","C2H1O3"
"gly[x]","Glycine","C2H5NO2"
"pyr[x]","pyruvate","C3H3O3"
"ahandrostanglc[c]","3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid","C25H38O8"
"ahandrostanglc[e]","3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid","C25H38O8"
"ahandrostanglc[r]","3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid","C25H38O8"
"hcys_L[c]","L-homocysteine","C4H9NO2S"
"ahcys[n]","S-Adenosyl-L-homocysteine","C14H20N6O5S"
"ahcys[r]","S-Adenosyl-L-homocysteine","C14H20N6O5S"
"n2m2nmn[l]","reducing GlcNAc removed form of n2m2nmasn (w/o peptide)","C50H84N4O36"
"n2m2mn[l]","de-Fuc, reducing GlcNAc removed, de-Sia, de-Gal form of PA6 (w/o peptide linkage)","C42H71N3O31"
"fprica[c]","5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide","C10H13N4O9P"
"thf[c]","5,6,7,8-Tetrahydrofolate","C19H21N7O6"
"air[c]","5-amino-1-(5-phospho-D-ribosyl)imidazole","C8H12N3O7P"
"5aizc[c]","5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate","C9H11N3O9P"
"ak2lgchol_hs[e]","1-alkyl 2-lysoglycerol 3-phosphocholine","C10H21O5NPFULLR"
"ak2lgchol_hs[c]","1-alkyl 2-lysoglycerol 3-phosphocholine","C10H21O5NPFULLR"
"succoa[m]","Succinyl-CoA","C25H35N7O19P3S"
"mal_L[c]","(S)-malate(2-)","C4H4O5"
"mal_L[m]","(S)-malate(2-)","C4H4O5"
"akg[e]","2-Oxoglutarate","C5H4O5"
"akg[x]","2-Oxoglutarate","C5H4O5"
"prgstrn[c]","progesterone","C21H30O2"
"aprgstrn[c]","(20S)-20-hydroxypregn-4-en-3-one","C21H32O2"
"xol7ah[c]","7alpha-hydroxy-5beta-cholestan-3-one","C27H46O2"
"xol7ah2[c]","5beta-cholestane-3alpha,7alpha-diol","C27H48O2"
"xoldioloneh[c]","7alpha,12alpha-dihydroxy-5beta-cholestan-3-one","C27H46O3"
"xoltriol[c]","5beta-cholestane-3alpha,7alpha,12alpha-triol","C27H48O3"
"xol7aone[c]","7alpha-hydroxycholest-4-en-3-one","C27H44O2"
"xoldiolone[c]","7alpha,12alpha-Dihydroxycholest-4-en-3-one","C27H44O3"
"ala_L[e]","L-alanine","C3H7NO2"
"asn_L[c]","L-asparagine","C4H8N2O3"
"ala_L[c]","L-alanine","C3H7NO2"
"asn_L[e]","L-asparagine","C4H8N2O3"
"cys_L[c]","L-cysteine","C3H7NO2S"
"cys_L[e]","L-cysteine","C3H7NO2S"
"ala_D[e]","D-alanine","C3H7NO2"
"gln_L[c]","L-glutamine","C5H10N2O3"
"ala_D[c]","D-alanine","C3H7NO2"
"gln_L[e]","L-glutamine","C5H10N2O3"
"gly[c]","Glycine","C2H5NO2"
"gly[e]","Glycine","C2H5NO2"
"ser_L[c]","L-serine","C3H7NO3"
"ser_L[e]","L-serine","C3H7NO3"
"ala_L[l]","L-alanine","C3H7NO2"
"thr_L[c]","L-threonine","C4H9NO3"
"thr_L[e]","L-threonine","C4H9NO3"
"meoh[c]","methanol","CH4O1"
"fald[c]","formaldehyde","CH2O"
"12ppd_R[c]","(R)-propane-1,2-diol","C3H8O2"
"lald_D[c]","(R)-lactaldehyde","C3H6O2"
"12ppd_S[c]","(S)-propane-1,2-diol","C3H8O2"
"lald_L[c]","(S)-lactaldehyde","C3H6O2"
"etoh[c]","ethanol","C2H6O"
"id3acald[c]","indol-3-ylacetaldehyde","C10H9NO"
"ind3ac[c]","indole-3-acetate","C10H8NO2"
"id3acald[m]","indol-3-ylacetaldehyde","C10H9NO"
"ind3ac[m]","indole-3-acetate","C10H8NO2"
"pristanal[c]","pristanal","C19H38O"
"prist[c]","pristanic acid","C19H37O2"
"aldstrn[c]","aldosterone","C21H28O5"
"aldstrn[e]","aldosterone","C21H28O5"
"aldstrn[m]","aldosterone","C21H28O5"
"dhap[c]","Dihydroxyacetone phosphate","C3H5O6P"
"dha[c]","glycerone","C3H6O3"
"arachd[c]","arachidonate","C20H31O2"
"12HPET[c]","12-Hydroperoxyeicosa-5,8,10,14-tetraenoate","C20H31O4"
"12RHPET[c]","12R-Hydroperoxyeicosatetraenoate","C20H31O4"
"15HPET[c]","15(S)-HPETE(1-)","C20H31O4"
"5HPET[c]","5(S)-HPETE(1-)","C20H31O4"
"leuktrA4[c]","leukotriene A4(1-)","C20H29O3"
"dhcholestancoa[x]","3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA","C48H76N7O19P3S"
"dhcholestancoa[r]","3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA","C48H76N7O19P3S"
"o2[r]","O2","O2"
"dhcholoylcoa[r]","3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA","C48H74N7O19P3S"
"h2o[r]","Water","H2O"
"cholcoar[x]","(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA(4-)","C48H76N7O20P3S"
"cholcoar[r]","(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA(4-)","C48H76N7O20P3S"
"cholcoas[r]","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA(S)","C48H76N7O20P3S"
"amuco[c]","2-aminomuconate(2-)","C6H6NO4"
"amet[r]","S-Adenosyl-L-methionine","C15H23N6O5S"
"ahcys[m]","S-Adenosyl-L-homocysteine","C14H20N6O5S"
"amet[m]","S-Adenosyl-L-methionine","C15H23N6O5S"
"amet[n]","S-Adenosyl-L-methionine","C15H23N6O5S"
"cgly[c]","L-cysteinylglycine","C5H10N2O3S"
"cgly[e]","L-cysteinylglycine","C5H10N2O3S"
"amp[x]","AMP","C10H12N5O7P"
"amp[r]","AMP","C10H12N5O7P"
"strch1[e]","starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})","C66H112O56"
"glc_D[e]","D-glucose","C6H12O6"
"strch2[e]","starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})","C18H32O16"
"glygn2[e]","glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})","C66H111O56X"
"glygn4[e]","glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})","C18H31O16X"
"andrstrnglc[c]","androsterone 3-glucosiduronic acid","C25H38O8"
"andrstrnglc[e]","androsterone 3-glucosiduronic acid","C25H38O8"
"andrstrnglc[r]","androsterone 3-glucosiduronic acid","C25H38O8"
"andrstrn[e]","androsterone","C19H30O2"
"andrstrn[c]","androsterone","C19H30O2"
"andrstrn[r]","androsterone","C19H30O2"
"antipyrene[e]","antipyrine","C11H12N2O"
"antipyrene[c]","antipyrine","C11H12N2O"
"2aobut[m]","L-2-amino-3-oxobutanoic acid","C4H7NO3"
"ap4a[c]","P(1),P(4)-bis(5'-adenosyl) tetraphosphate(4-)","C20H24N10O19P4"
"ala_B[m]","beta-alanine","C3H7NO2"
"msa[m]","3-oxopropanoate","C3H3O3"
"apnnox[e]","alpha-pinene oxide","C10H16O"
"apnnox[c]","alpha-pinene oxide","C10H16O"
"apoC[c]","Apocarboxlase (no lys residue)","XH"
"lys_L[c]","L-lysinium(1+)","C6H15N2O2"
"apoC_Lys[c]","Apocarboxylase (Lys residue)","C6H13N2OX"
"apoC[m]","Apocarboxlase (no lys residue)","XH"
"lys_L[m]","L-lysinium(1+)","C6H15N2O2"
"apoC_Lys[m]","Apocarboxylase (Lys residue)","C6H13N2OX"
"apoC_Lys_btn[c]","Holocarboxylase (biotin covalent bound to Lys residue of apoC)","C16H27N4O3SX"
"biocyt[c]","Biocytin","C16H28N4O4S"
"apoC_Lys_btn[m]","Holocarboxylase (biotin covalent bound to Lys residue of apoC)","C16H27N4O3SX"
"biocyt[m]","Biocytin","C16H28N4O4S"
"appnn[e]","(+)-alpha-pinene","C10H16"
"appnn[c]","(+)-alpha-pinene","C10H16"
"aprgstrn[e]","(20S)-20-hydroxypregn-4-en-3-one","C21H32O2"
"aprut[c]","N-acetylputrescinium","C6H15N2O"
"n4abutn[c]","4-acetamidobutanal","C6H11NO2"
"aqcobal[e]","Aquacob(III)alamin","C62H93CoN13O15P"
"aqcobal[c]","Aquacob(III)alamin","C62H93CoN13O15P"
"arab_L[e]","L-arabinose","C5H10O5"
"arab_L[c]","L-arabinose","C5H10O5"
"arachcoa[c]","arachidyl coenzyme A","C41H70N7O17P3S"
"arachcoa[x]","arachidyl coenzyme A","C41H70N7O17P3S"
"arachcrn[c]","arachidyl carnitine","C27H53NO4"
"arachcrn[m]","arachidyl carnitine","C27H53NO4"
"arachcoa[m]","arachidyl coenzyme A","C41H70N7O17P3S"
"arachdcoa[c]","arachidonoyl-CoA(4-)","C41H62N7O17P3S"
"arachdcoa[x]","arachidonoyl-CoA(4-)","C41H62N7O17P3S"
"arachd[e]","arachidonate","C20H31O2"
"arachd[r]","arachidonate","C20H31O2"
"arach[e]","arachidate","C20H39O2"
"arach[c]","arachidate","C20H39O2"
"arg_L[m]","L-argininium(1+)","C6H15N4O2"
"arg_L[e]","L-argininium(1+)","C6H15N4O2"
"arg_L[c]","L-argininium(1+)","C6H15N4O2"
"lys_L[e]","L-lysinium(1+)","C6H15N2O2"
"urea[c]","Urea","CH4N2O"
"orn[m]","Ornithine","C5H13N2O2"
"argsuc[c]","N(omega)-(L-Arginino)succinate","C10H17N4O6"
"citr_L[c]","L-citrulline","C6H13N3O3"
"sgalside_hs[l]","sulfatide galactocerebroside","C24H45NO10SFULLRCO"
"galside_hs[l]","D-galactosyl-N-acylsphingosine","C24H46NO7FULLRCO"
"so4[l]","sulfate","O4S"
"Rtotalcoa[c]","R total Coenzyme A","CO2FULLRC21H31N7O15P3S"
"Rtotal[c]","R total","CO2FULLR"
"Rtotal3coa[c]","R total 3 Coenzyme A","CO2FULLR3C21H31N7O15P3S"
"Rtotal3[c]","R total 3 position","CO2FULLR3"
"pmtcoa[c]","Palmitoyl-CoA (n-C16:0CoA)","C37H62N7O17P3S"
"R1coa_hs[c]","R group 1 Coenzyme A","XCO2C21H31N7O15P3S"
"hdcoa[c]","Hexadecenoyl-CoA (n-C16:1CoA)","C37H60N7O17P3S"
"tdcoa[c]","Tetradecanoyl-CoA (n-C14:0CoA)","C35H58N7O17P3S"
"lnlncacoa[c]","alpha-Linolenoyl-CoA","C39H60N7O17P3S"
"R2coa_hs[c]","R group 2 Coenzyme A","XCO2C21H31N7O15P3S"
"lnlncgcoa[c]","gamma-linolenoyl-CoA(4-)","C39H60N7O17P3S"
"strdnccoa[c]","stearidonyl coenzyme A","C39H58N7O17P3S"
"dlnlcgcoa[c]","dihomo-gamma-linolenyl coenzyme A","C41H64N7O17P3S"
"tmndnccoa[c]","timnodonyl coenzyme A","C41H60N7O17P3S"
"lnlccoa[c]","linoleic coenzyme A","C39H62N7O17P3S"
"clpndcoa[c]","clupanodonyl CoA","C43H64N7O17P3S"
"dcsptn1coa[c]","docosa-4,7,10,13,16-pentaenoyl coenzyme A","C43H64N7O17P3S"
"c226coa[c]","cervonyl coenzyme A","C43H62N7O17P3S"
"stcoa[c]","Stearoyl-CoA (n-C18:0CoA)","C39H66N7O17P3S"
"R3coa_hs[c]","R group 3 Coenzyme A","XCO2C21H31N7O15P3S"
"odecoa[c]","Octadecenoyl-CoA (n-C18:1CoA)","C39H64N7O17P3S"
"vacccoa[c]","vaccenyl coenzyme A","C39H64N7O17P3S"
"lneldccoa[c]","linoelaidyl coenzyme A","C39H62N7O17P3S"
"R4coa_hs[c]","R group 4 Coenzyme A","XCO2C21H31N7O15P3S"
"nrvnccoa[c]","nervonyl coenzyme A","C45H76N7O17P3S"
"od2coa[c]","trans-Octadec-2-enoyl-CoA","C39H64N7O17P3S"
"lgnccoa[c]","lignocericyl coenzyme A","C45H78N7O17P3S"
"R5coa_hs[c]","R group 5 Coenzyme A","XCO2C21H31N7O15P3S"
"hexccoa[c]","Hexacosanoyl-CoA (n-C26:0CoA)","C47H82N7O17P3S"
"eicostetcoa[c]","eicosatetranoyl coenzyme A","C41H62N7O17P3S"
"tetpent6coa[c]","tetracosapentaenoyl coenzyme A, n-6","C45H68N7O17P3S"
"tetpent3coa[c]","tetracosapentaenoyl coenzyme A, n-3","C45H68N7O17P3S"
"tettet6coa[c]","tetracosatetraenoyl coenzyme A","C45H70N7O17P3S"
"tethex3coa[c]","tetracosahexaenoyl coenzyme A","C45H66N7O17P3S"
"hdd2coa[c]","trans-Hexadec-2-enoyl-CoA","C37H60N7O17P3S"
"R6coa_hs[c]","R group 6 Coenzyme A","XCO2C21H31N7O15P3S"
"Rtotalcoa[m]","R total Coenzyme A","CO2FULLRC21H31N7O15P3S"
"pmtcoa[m]","Palmitoyl-CoA (n-C16:0CoA)","C37H62N7O17P3S"
"Rtotal2coa[m]","R total 2 coenzyme A","CO2FULLR2C21H31N7O15P3S"
"Rtotal3coa[m]","R total 3 Coenzyme A","CO2FULLR3C21H31N7O15P3S"
"crm_hs[l]","N-acylsphingosine","C18H36NO2FULLRCO"
"Rtotal[l]","R total","CO2FULLR"
"sphings[l]","sphingosine(1+)","C18H38NO2"
"ascb_L[c]","L-ascorbate","C6H7O6"
"o2s[c]","superoxide","O2"
"dhdascb[c]","dehydroascorbide(1-)","C6H6O6"
"ascb_L[e]","L-ascorbate","C6H7O6"
"asn_L[m]","L-asparagine","C4H8N2O3"
"nh4[m]","Ammonium","H4N"
"Asn_X_Ser_Thr[r]","protein-linked asparagine residue (N-glycosylation site)","XH"
"Asn_X_Ser_Thr[l]","protein-linked asparagine residue (N-glycosylation site)","XH"
"ala_B[c]","beta-alanine","C3H7NO2"
"cbp[c]","Carbamoyl phosphate","CH2NO5P"
"cbasp[c]","N-Carbamoyl-L-aspartate","C5H6N2O5"
"asp_D[e]","D-aspartate(1-)","C4H6NO4"
"k[c]","potassium","K"
"asp_D[c]","D-aspartate(1-)","C4H6NO4"
"k[e]","potassium","K"
"asp_D[x]","D-aspartate(1-)","C4H6NO4"
"Nacasp[m]","N-acetyl-L-aspartate(2-)","C6H7NO5"
"asp_L[e]","L-aspartate(1-)","C4H6NO4"
"oaa[m]","Oxaloacetate","C4H2O5"
"adp[r]","ADP","C10H12N5O10P2"
"atp[r]","ATP","C10H12N5O13P3"
"atp[e]","ATP","C10H12N5O13P3"
"amp[e]","AMP","C10H12N5O7P"
"pi[e]","hydrogenphosphate","HO4P"
"adp[e]","ADP","C10H12N5O10P2"
"atp[n]","ATP","C10H12N5O13P3"
"atp[x]","ATP","C10H12N5O13P3"
"avite1[e]","(+)-alpha-tocopherol","C29H50O2"
"avite1[c]","(+)-alpha-tocopherol","C29H50O2"
"avite2[e]","alpha-tocotrienol","C29H44O2"
"avite2[c]","alpha-tocotrienol","C29H44O2"
"gbside_hs[g]","globoside","C44H79N2O22FULLRCO"
"ga2_hs[g]","GA2","C38H69N2O17FULLRCO"
"ga1_hs[g]","gibberellin A1(1-)","C44H79N2O22FULLRCO"
"gm2_hs[g]","N-acetyl-beta-D-galactosaminyl-(1->4)-[alpha-N-acetylneuraminosyl-(2->3)]-beta-D-galactosyl-beta-D-glucosyl-(1<->1)-ceramide anion","C49H85N3O25FULLRCO"
"gm1_hs[g]","ganglioside GM1","C55H95N3O30FULLRCO"
"gd2_hs[g]","GD2","C60H101N4O33FULLRCO"
"gd1b_hs[g]","GD1b","C66H111N4O38FULLRCO"
"gt2_hs[g]","GT2","C71H117N5O41FULLRCO"
"gt1c_hs[g]","GT1c","C77H127N5O46FULLRCO"
"galgbside_hs[g]","galactosylgloboside","C50H89N2O27FULLRCO"
"acglcgalgluside_hs[g]","N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide","C38H69N2O17FULLRCO"
"galacglcgalgluside_hs[g]","Lc4Cer","C44H79N2O22FULLRCO"
"gal14acglcgalgluside_hs[g]","Lactoneotetraosylceramide","C44H79N2O22FULLRCO"
"acglcgal14acglcgalgluside_hs[g]","nLc5Cer","C52H92N3O27FULLRCO"
"galacglcgal14acglcgalgluside_hs[g]","i-antigen","C58H102N3O32FULLRCO"
"acglc13galacglcgal14acglcgalgluside_hs[g]","nLc7Cer","C66H115N4O37FULLRCO"
"galacgalfuc12gal14acglcgalgluside_hs[g]","(Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1","C64H112N3O36FULLRCO"
"galacgalfucgalacglcgal14acglcgalgluside_hs[g]","(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1","C78H135N4O46FULLRCO"
"acglcgalacglcgal14acglcgalgluside_hs[g]","(Gal)3 (Glc)1 (GlcNAc)3 (Cer)1","C66H115N4O37FULLRCO"
"galacglcgalacglcgal14acglcgalgluside_hs[g]","I-antigen","C72H125N4O42FULLRCO"
"galacglc13galacglcgal14acglcgalgluside_hs[g]","nLc8Cer","C72H125N4O42FULLRCO"
"galthcrm_hs[g]","Gal-Gal-Gal-Glc-Cer","C42H76NO22FULLRCO"
